,at_id,act_id,trip_id,BegTime,EndTime,ActType,O_pur,D_pur,Mode,Numontrp,AT_Dur,new_id,student,worker,new_id_2
425,5,3,-2,480,1020,8,-2,-2,-2,-2,540,39,True,False,39
426,6,-2,3,1020,1060,-2,8,1,10,1,40,39,False,False,39
427,7,4,-2,1060,1440,1,-2,-2,-2,-2,380,39,False,False,39
580,1,1,-2,0,450,1,-2,-2,-2,-2,450,54,False,False,54
581,2,-2,1,450,495,-2,1,8,3,1,45,54,False,False,54
582,3,2,-2,495,810,8,-2,-2,-2,-2,315,54,True,False,54
583,4,-2,2,810,855,-2,8,1,3,1,45,54,False,False,54
584,5,3,-2,855,930,1,-2,-2,-2,-2,75,54,False,False,54
585,6,-2,3,930,940,-2,1,16,3,1,10,54,False,False,54
586,7,4,-2,940,1230,16,-2,-2,-2,-2,290,54,False,False,54
587,8,-2,4,1230,1245,-2,16,1,3,1,15,54,False,False,54
588,9,5,-2,1245,1440,1,-2,-2,-2,-2,195,54,False,False,54
790,1,1,-2,0,435,1,-2,-2,-2,-2,435,71,False,False,71
791,2,-2,1,435,445,-2,1,8,6,2,10,71,False,False,71
792,3,2,-2,445,900,8,-2,-2,-2,-2,455,71,True,False,71
793,4,-2,2,900,910,-2,8,1,4,2,10,71,False,False,71
794,5,3,-2,910,1440,1,-2,-2,-2,-2,530,71,False,False,71
1016,1,1,-2,0,450,1,-2,-2,-2,-2,450,89,False,False,89
1017,2,-2,1,450,460,-2,1,8,4,2,10,89,False,False,89
1018,3,2,-2,460,885,8,-2,-2,-2,-2,425,89,True,False,89
1019,4,-2,2,885,900,-2,8,1,3,2,15,89,False,False,89
1020,5,3,-2,900,1440,1,-2,-2,-2,-2,540,89,False,False,89
1031,1,1,-2,0,405,8,-2,-2,-2,-2,405,92,True,False,92
1032,2,-2,1,405,425,-2,8,8,4,1,20,92,False,False,92
1033,3,2,-2,425,500,8,-2,-2,-2,-2,75,92,True,False,92
1034,4,-2,2,500,515,-2,8,8,4,3,15,92,False,False,92
1035,5,3,-2,515,940,8,-2,-2,-2,-2,425,92,True,False,92
1036,6,-2,3,940,965,-2,8,8,4,1,25,92,False,False,92
1037,7,4,-2,965,1440,8,-2,-2,-2,-2,475,92,True,False,92
1057,1,1,-2,0,450,1,-2,-2,-2,-2,450,96,False,False,96
1058,2,-2,1,450,460,-2,1,8,3,4,10,96,False,False,96
1059,3,2,-2,460,885,8,-2,-2,-2,-2,425,96,True,False,96
1060,4,-2,2,885,895,-2,8,1,3,3,10,96,False,False,96
1061,5,3,-2,895,1065,1,-2,-2,-2,-2,170,96,False,False,96
1062,6,-2,3,1065,1080,-2,1,1,1,1,15,96,False,False,96
1063,7,4,-2,1080,1440,1,-2,-2,-2,-2,360,96,False,False,96
1064,1,1,-2,0,390,1,-2,-2,-2,-2,390,96,False,False,96
1065,2,-2,1,390,420,-2,1,3,6,1,30,96,False,False,96
1066,3,2,-2,420,965,3,-2,-2,-2,-2,545,96,False,True,96
1067,4,-2,2,965,995,-2,3,1,6,1,30,96,False,False,96
1068,5,3,-2,995,1440,1,-2,-2,-2,-2,445,96,False,False,96
1069,1,1,-2,0,360,1,-2,-2,-2,-2,360,97,False,False,97
1070,2,-2,1,360,375,-2,1,8,4,3,15,97,False,False,97
1071,3,2,-2,375,870,8,-2,-2,-2,-2,495,97,True,False,97
1072,4,-2,2,870,890,-2,8,1,4,2,20,97,False,False,97
1073,5,3,-2,890,1440,1,-2,-2,-2,-2,550,97,False,False,97
1081,1,1,-2,0,400,1,-2,-2,-2,-2,400,99,False,False,99
1082,2,-2,1,400,450,-2,1,8,10,1,50,99,False,False,99
1083,3,2,-2,450,860,8,-2,-2,-2,-2,410,99,True,False,99
1084,4,-2,2,860,960,-2,8,1,10,1,100,99,False,False,99
1085,5,3,-2,960,1440,1,-2,-2,-2,-2,480,99,False,False,99
1086,1,1,-2,0,400,1,-2,-2,-2,-2,400,100,False,False,100
1087,2,-2,1,400,460,-2,1,8,10,1,60,100,False,False,100
1088,3,2,-2,460,860,8,-2,-2,-2,-2,400,100,True,False,100
1089,4,-2,2,860,960,-2,8,1,10,1,100,100,False,False,100
1090,5,3,-2,960,1440,1,-2,-2,-2,-2,480,100,False,False,100
1091,1,1,-2,0,495,1,-2,-2,-2,-2,495,101,False,False,101
1092,2,-2,1,495,500,-2,1,8,1,2,5,101,False,False,101
1093,3,2,-2,500,925,8,-2,-2,-2,-2,425,101,True,False,101
1094,4,-2,2,925,930,-2,8,1,1,2,5,101,False,False,101
1095,5,3,-2,930,1440,1,-2,-2,-2,-2,510,101,False,False,101
1217,1,1,-2,0,380,1,-2,-2,-2,-2,380,106,False,False,106
1218,2,-2,1,380,385,-2,1,7,1,1,5,106,False,False,106
1219,3,2,-2,385,390,7,-2,-2,-2,-2,5,106,False,False,106
1220,4,-2,2,390,420,-2,7,8,10,1,30,106,False,False,106
1221,5,3,-2,420,900,8,-2,-2,-2,-2,480,106,True,False,106
1222,6,-2,3,900,929,-2,8,7,10,1,29,106,False,False,106
1223,7,4,-2,929,930,7,-2,-2,-2,-2,1,106,False,False,106
1224,8,-2,4,930,935,-2,7,1,1,1,5,106,False,False,106
1225,9,5,-2,935,1015,1,-2,-2,-2,-2,80,106,False,False,106
1226,10,-2,5,1015,1024,-2,1,13,5,2,9,106,False,False,106
1227,11,6,-2,1024,1027,13,-2,-2,-2,-2,3,106,False,False,106
1228,12,-2,6,1027,1038,-2,13,1,5,2,11,106,False,False,106
1229,13,7,-2,1038,1120,1,-2,-2,-2,-2,82,106,False,False,106
1230,14,-2,7,1120,1130,-2,1,15,4,2,10,106,False,False,106
1231,15,8,-2,1130,1280,15,-2,-2,-2,-2,150,106,False,False,106
1232,16,-2,8,1280,1290,-2,15,1,4,2,10,106,False,False,106
1233,17,9,-2,1290,1440,1,-2,-2,-2,-2,150,106,False,False,106
1234,1,1,-2,0,480,1,-2,-2,-2,-2,480,107,False,False,107
1235,2,-2,1,480,485,-2,1,7,1,1,5,107,False,False,107
1236,3,2,-2,485,502,7,-2,-2,-2,-2,17,107,False,False,107
1237,4,-2,2,502,510,-2,7,8,10,1,8,107,False,False,107
1238,5,3,-2,510,955,8,-2,-2,-2,-2,445,107,True,False,107
1239,6,-2,3,955,970,-2,8,7,10,1,15,107,False,False,107
1240,7,4,-2,970,971,7,-2,-2,-2,-2,1,107,False,False,107
1241,8,-2,4,971,975,-2,7,1,1,1,4,107,False,False,107
1242,9,5,-2,975,1440,1,-2,-2,-2,-2,465,107,False,False,107
1530,1,1,-2,0,465,1,-2,-2,-2,-2,465,137,False,False,137
1531,2,-2,1,465,480,-2,1,8,1,3,15,137,False,False,137
1532,3,2,-2,480,930,8,-2,-2,-2,-2,450,137,True,False,137
1533,4,-2,2,930,945,-2,8,1,1,3,15,137,False,False,137
1534,5,3,-2,945,1440,1,-2,-2,-2,-2,495,137,False,False,137
1901,1,1,-2,0,415,1,-2,-2,-2,-2,415,168,False,False,168
1902,2,-2,1,415,435,-2,1,8,10,3,20,168,False,False,168
1903,3,2,-2,435,860,8,-2,-2,-2,-2,425,168,True,False,168
1904,4,-2,2,860,880,-2,8,1,10,2,20,168,False,False,168
1905,5,3,-2,880,1440,1,-2,-2,-2,-2,560,168,False,False,168
1906,1,1,-2,0,415,1,-2,-2,-2,-2,415,169,False,False,169
1907,2,-2,1,415,435,-2,1,8,10,3,20,169,False,False,169
1908,3,2,-2,435,860,8,-2,-2,-2,-2,425,169,True,False,169
1909,4,-2,2,860,880,-2,8,1,10,2,20,169,False,False,169
1910,5,3,-2,880,1440,1,-2,-2,-2,-2,560,169,False,False,169
1911,1,1,-2,0,415,1,-2,-2,-2,-2,415,170,False,False,170
1912,2,-2,1,415,435,-2,1,6,10,3,20,170,False,False,170
1913,3,2,-2,435,450,6,-2,-2,-2,-2,15,170,False,False,170
1914,4,-2,2,450,455,-2,6,8,10,1,5,170,False,False,170
1915,5,3,-2,455,890,8,-2,-2,-2,-2,435,170,True,False,170
1916,6,-2,3,890,920,-2,8,1,10,1,30,170,False,False,170
1917,7,4,-2,920,1170,1,-2,-2,-2,-2,250,170,False,False,170
1918,8,-2,4,1170,1230,-2,1,1,1,2,60,170,False,False,170
1919,9,5,-2,1230,1440,1,-2,-2,-2,-2,210,170,False,False,170
2189,1,1,-2,0,460,1,-2,-2,-2,-2,460,197,False,False,197
2190,2,-2,1,460,470,-2,1,8,4,1,10,197,False,False,197
2191,3,2,-2,470,930,8,-2,-2,-2,-2,460,197,True,False,197
2192,4,-2,2,930,940,-2,8,1,4,1,10,197,False,False,197
2193,5,3,-2,940,1440,1,-2,-2,-2,-2,500,197,False,False,197
2258,1,1,-2,0,420,1,-2,-2,-2,-2,420,204,False,False,204
2259,2,-2,1,420,465,-2,1,8,10,1,45,204,False,False,204
2260,3,2,-2,465,960,8,-2,-2,-2,-2,495,204,True,False,204
2261,4,-2,2,960,1005,-2,8,1,10,1,45,204,False,False,204
2262,5,3,-2,1005,1440,1,-2,-2,-2,-2,435,204,False,False,204
2422,1,1,-2,0,779,1,-2,-2,-2,-2,779,223,False,False,223
2423,2,-2,1,779,788,-2,1,8,4,2,9,223,False,False,223
2424,3,2,-2,788,835,8,-2,-2,-2,-2,47,223,True,False,223
2425,4,-2,2,835,842,-2,8,13,4,2,7,223,False,False,223
2426,5,3,-2,842,882,13,-2,-2,-2,-2,40,223,False,False,223
2427,6,-2,3,882,889,-2,13,1,4,2,7,223,False,False,223
2428,7,4,-2,889,947,1,-2,-2,-2,-2,58,223,False,False,223
2429,8,-2,4,947,966,-2,1,15,4,2,19,223,False,False,223
2430,9,5,-2,966,1057,15,-2,-2,-2,-2,91,223,False,False,223
2431,10,-2,5,1057,1073,-2,15,1,4,2,16,223,False,False,223
2432,11,6,-2,1073,1440,1,-2,-2,-2,-2,367,223,False,False,223
2433,1,1,-2,0,485,1,-2,-2,-2,-2,485,224,False,False,224
2434,2,-2,1,485,497,-2,1,11,4,1,12,224,False,False,224
2435,3,2,-2,497,541,11,-2,-2,-2,-2,44,224,False,False,224
2436,4,-2,2,541,554,-2,11,1,4,1,13,224,False,False,224
2437,5,3,-2,554,590,1,-2,-2,-2,-2,36,224,False,False,224
2438,6,-2,3,590,612,-2,1,11,4,1,22,224,False,False,224
2439,7,4,-2,612,623,11,-2,-2,-2,-2,11,224,False,False,224
2440,8,-2,4,623,652,-2,11,1,4,1,29,224,False,False,224
2441,9,5,-2,652,779,1,-2,-2,-2,-2,127,224,False,False,224
2442,10,-2,5,779,788,-2,1,8,4,2,9,224,False,False,224
2443,11,6,-2,788,835,8,-2,-2,-2,-2,47,224,True,False,224
2444,12,-2,6,835,842,-2,8,13,4,2,7,224,False,False,224
2445,13,7,-2,842,882,13,-2,-2,-2,-2,40,224,False,False,224
2446,14,-2,7,882,889,-2,13,1,4,2,7,224,False,False,224
2447,15,8,-2,889,947,1,-2,-2,-2,-2,58,224,False,False,224
2448,16,-2,8,947,966,-2,1,15,4,2,19,224,False,False,224
2449,17,9,-2,966,1057,15,-2,-2,-2,-2,91,224,False,False,224
2450,18,-2,9,1057,1073,-2,15,1,4,2,16,224,False,False,224
2451,19,10,-2,1073,1440,1,-2,-2,-2,-2,367,224,False,False,224
2588,1,1,-2,0,374,1,-2,-2,-2,-2,374,240,False,False,240
2589,2,-2,1,374,379,-2,1,17,4,1,5,240,False,False,240
2590,3,2,-2,379,465,17,-2,-2,-2,-2,86,240,False,False,240
2591,4,-2,2,465,470,-2,17,8,4,1,5,240,False,False,240
2592,5,3,-2,470,650,8,-2,-2,-2,-2,180,240,True,False,240
2593,6,-2,3,650,655,-2,8,1,4,1,5,240,False,False,240
2594,7,4,-2,655,745,1,-2,-2,-2,-2,90,240,False,False,240
2595,8,-2,4,745,750,-2,1,8,4,1,5,240,False,False,240
2596,9,5,-2,750,865,8,-2,-2,-2,-2,115,240,True,False,240
2597,10,-2,5,865,870,-2,8,1,4,1,5,240,False,False,240
2598,11,6,-2,870,1015,1,-2,-2,-2,-2,145,240,False,False,240
2599,12,-2,6,1015,1020,-2,1,3,4,1,5,240,False,False,240
2600,13,7,-2,1020,1278,3,-2,-2,-2,-2,258,240,False,True,240
2601,14,-2,7,1278,1280,-2,3,17,4,1,2,240,False,False,240
2602,15,8,-2,1280,1435,17,-2,-2,-2,-2,155,240,False,False,240
2603,16,-2,8,1435,1440,-2,17,1,4,1,5,240,False,False,240
2604,17,9,-2,1440,1440,1,-2,-2,-2,-2,0,240,False,False,240
2794,1,1,-2,0,510,1,-2,-2,-2,-2,510,255,False,False,255
2795,2,-2,1,510,535,-2,1,8,13,1,25,255,False,False,255
2796,3,2,-2,535,650,8,-2,-2,-2,-2,115,255,True,False,255
2797,4,-2,2,650,668,-2,8,3,1,1,18,255,False,False,255
2798,5,3,-2,668,933,3,-2,-2,-2,-2,265,255,False,True,255
2799,6,-2,3,933,970,-2,3,1,13,1,37,255,False,False,255
2800,7,4,-2,970,1440,1,-2,-2,-2,-2,470,255,False,False,255
2801,1,1,-2,0,540,1,-2,-2,-2,-2,540,256,False,False,256
2802,2,-2,1,540,555,-2,1,8,1,1,15,256,False,False,256
2803,3,2,-2,555,646,8,-2,-2,-2,-2,91,256,True,False,256
2804,4,-2,2,646,650,-2,8,13,1,1,4,256,False,False,256
2805,5,3,-2,650,810,13,-2,-2,-2,-2,160,256,False,False,256
2806,6,-2,3,810,825,-2,13,8,1,1,15,256,False,False,256
2807,7,4,-2,825,915,8,-2,-2,-2,-2,90,256,True,False,256
2808,8,-2,4,915,935,-2,8,1,1,1,20,256,False,False,256
2809,9,5,-2,935,1065,1,-2,-2,-2,-2,130,256,False,False,256
2810,10,-2,5,1065,1075,-2,1,13,1,1,10,256,False,False,256
2811,11,6,-2,1075,1125,13,-2,-2,-2,-2,50,256,False,False,256
2812,12,-2,6,1125,1135,-2,13,1,1,1,10,256,False,False,256
2813,13,7,-2,1135,1440,1,-2,-2,-2,-2,305,256,False,False,256
2849,1,1,-2,0,535,1,-2,-2,-2,-2,535,260,False,False,260
2850,2,-2,1,535,562,-2,1,8,11,1,27,260,False,False,260
2851,3,2,-2,562,840,8,-2,-2,-2,-2,278,260,True,False,260
2852,4,-2,2,840,850,-2,8,13,1,1,10,260,False,False,260
2853,5,3,-2,850,855,13,-2,-2,-2,-2,5,260,False,False,260
2854,6,-2,3,855,860,-2,13,14,1,1,5,260,False,False,260
2855,7,4,-2,860,980,14,-2,-2,-2,-2,120,260,False,False,260
2856,8,-2,4,980,986,-2,14,8,1,1,6,260,False,False,260
2857,9,5,-2,986,1143,8,-2,-2,-2,-2,157,260,True,False,260
2858,10,-2,5,1143,1173,-2,8,1,11,1,30,260,False,False,260
2859,11,6,-2,1173,1440,1,-2,-2,-2,-2,267,260,False,False,260
2860,1,1,-2,0,360,1,-2,-2,-2,-2,360,260,False,False,260
2861,2,-2,1,360,380,-2,1,1,1,2,20,260,False,False,260
2862,3,2,-2,380,510,1,-2,-2,-2,-2,130,260,False,False,260
2863,4,-2,2,510,515,-2,1,11,4,1,5,260,False,False,260
2864,5,3,-2,515,570,11,-2,-2,-2,-2,55,260,False,False,260
2865,6,-2,3,570,575,-2,11,1,4,1,5,260,False,False,260
2866,7,4,-2,575,720,1,-2,-2,-2,-2,145,260,False,False,260
2867,8,-2,4,720,740,-2,1,1,1,2,20,260,False,False,260
2868,9,5,-2,740,960,1,-2,-2,-2,-2,220,260,False,False,260
2869,10,-2,5,960,980,-2,1,1,1,2,20,260,False,False,260
2870,11,6,-2,980,1260,1,-2,-2,-2,-2,280,260,False,False,260
2871,12,-2,6,1260,1270,-2,1,1,1,1,10,260,False,False,260
2872,13,7,-2,1270,1440,1,-2,-2,-2,-2,170,260,False,False,260
2924,1,1,-2,0,450,1,-2,-2,-2,-2,450,267,False,False,267
2925,2,-2,1,450,489,-2,1,8,4,1,39,267,False,False,267
2926,3,2,-2,489,874,8,-2,-2,-2,-2,385,267,True,False,267
2927,4,-2,2,874,920,-2,8,5,4,1,46,267,False,False,267
2928,5,3,-2,920,1260,5,-2,-2,-2,-2,340,267,False,True,267
2929,6,-2,3,1260,1274,-2,5,11,4,1,14,267,False,False,267
2930,7,4,-2,1274,1289,11,-2,-2,-2,-2,15,267,False,False,267
2931,8,-2,4,1289,1299,-2,11,1,4,1,10,267,False,False,267
2932,9,5,-2,1299,1440,1,-2,-2,-2,-2,141,267,False,False,267
3019,1,1,-2,0,443,1,-2,-2,-2,-2,443,276,False,False,276
3020,2,-2,1,443,450,-2,1,8,3,2,7,276,False,False,276
3021,3,2,-2,450,1185,8,-2,-2,-2,-2,735,276,True,False,276
3022,4,-2,2,1185,1195,-2,8,1,3,3,10,276,False,False,276
3023,5,3,-2,1195,1440,1,-2,-2,-2,-2,245,276,False,False,276
3256,1,1,-2,0,480,1,-2,-2,-2,-2,480,296,False,False,296
3257,2,-2,1,480,505,-2,1,3,5,1,25,296,False,False,296
3258,3,2,-2,505,900,3,-2,-2,-2,-2,395,296,False,True,296
3259,4,-2,2,900,930,-2,3,1,5,1,30,296,False,False,296
3260,5,3,-2,930,1440,1,-2,-2,-2,-2,510,296,False,False,296
3261,1,1,-2,0,771,1,-2,-2,-2,-2,771,296,False,False,296
3262,2,-2,1,771,779,-2,1,8,3,1,8,296,False,False,296
3263,3,2,-2,779,967,8,-2,-2,-2,-2,188,296,True,False,296
3264,4,-2,2,967,974,-2,8,11,3,1,7,296,False,False,296
3265,5,3,-2,974,984,11,-2,-2,-2,-2,10,296,False,False,296
3266,6,-2,3,984,988,-2,11,1,3,1,4,296,False,False,296
3267,7,4,-2,988,1440,1,-2,-2,-2,-2,452,296,False,False,296
3268,1,1,-2,0,690,1,-2,-2,-2,-2,690,296,False,False,296
3269,2,-2,1,690,705,-2,1,11,6,1,15,296,False,False,296
3270,3,2,-2,705,735,11,-2,-2,-2,-2,30,296,False,False,296
3271,4,-2,2,735,750,-2,11,1,6,1,15,296,False,False,296
3272,5,3,-2,750,1440,1,-2,-2,-2,-2,690,296,False,False,296
3809,1,1,-2,0,405,8,-2,-2,-2,-2,405,348,True,False,348
3810,2,-2,1,405,465,-2,8,1,10,1,60,348,False,False,348
3811,3,2,-2,465,1440,1,-2,-2,-2,-2,975,348,False,False,348
4113,1,1,-2,0,390,1,-2,-2,-2,-2,390,374,False,False,374
4114,2,-2,1,390,420,-2,1,8,10,1,30,374,False,False,374
4115,3,2,-2,420,720,8,-2,-2,-2,-2,300,374,True,False,374
4116,4,-2,2,720,740,-2,8,97,1,3,20,374,False,False,374
4117,5,3,-2,740,742,97,-2,-2,-2,-2,2,374,False,False,374
4118,6,-2,3,742,747,-2,97,14,1,3,5,374,False,False,374
4119,7,4,-2,747,750,14,-2,-2,-2,-2,3,374,False,False,374
4120,8,-2,4,750,755,-2,14,13,1,3,5,374,False,False,374
4121,9,5,-2,755,765,13,-2,-2,-2,-2,10,374,False,False,374
4122,10,-2,5,765,780,-2,13,17,1,3,15,374,False,False,374
4123,11,6,-2,780,1020,17,-2,-2,-2,-2,240,374,False,False,374
4124,12,-2,6,1020,1040,-2,17,1,1,3,20,374,False,False,374
4125,13,7,-2,1040,1440,1,-2,-2,-2,-2,400,374,False,False,374
4126,1,1,-2,0,480,1,-2,-2,-2,-2,480,375,False,False,375
4127,2,-2,1,480,510,-2,1,8,10,3,30,375,False,False,375
4128,3,2,-2,510,870,8,-2,-2,-2,-2,360,375,True,False,375
4129,4,-2,2,870,930,-2,8,1,10,1,60,375,False,False,375
4130,5,3,-2,930,940,1,-2,-2,-2,-2,10,375,False,False,375
4131,6,-2,3,940,943,-2,1,17,2,2,3,375,False,False,375
4132,7,4,-2,943,950,17,-2,-2,-2,-2,7,375,False,False,375
4133,8,-2,4,950,957,-2,17,17,2,5,7,375,False,False,375
4134,9,5,-2,957,1080,17,-2,-2,-2,-2,123,375,False,False,375
4135,10,-2,5,1080,1085,-2,17,1,2,2,5,375,False,False,375
4136,11,6,-2,1085,1440,1,-2,-2,-2,-2,355,375,False,False,375
4137,1,1,-2,0,480,1,-2,-2,-2,-2,480,376,False,False,376
4138,2,-2,1,480,510,-2,1,8,10,1,30,376,False,False,376
4139,3,2,-2,510,870,8,-2,-2,-2,-2,360,376,True,False,376
4140,4,-2,2,870,900,-2,8,1,10,1,30,376,False,False,376
4141,5,3,-2,900,940,1,-2,-2,-2,-2,40,376,False,False,376
4142,6,-2,3,940,943,-2,1,17,1,2,3,376,False,False,376
4143,7,4,-2,943,950,17,-2,-2,-2,-2,7,376,False,False,376
4144,8,-2,4,950,957,-2,17,17,1,5,7,376,False,False,376
4145,9,5,-2,957,1080,17,-2,-2,-2,-2,123,376,False,False,376
4146,10,-2,5,1080,1085,-2,17,1,1,5,5,376,False,False,376
4147,11,6,-2,1085,1440,1,-2,-2,-2,-2,355,376,False,False,376
4333,1,1,-2,0,382,1,-2,-2,-2,-2,382,391,False,False,391
4334,2,-2,1,382,394,-2,1,17,3,2,12,391,False,False,391
4335,3,2,-2,394,410,17,-2,-2,-2,-2,16,391,False,False,391
4336,4,-2,2,410,416,-2,17,8,3,3,6,391,False,False,391
4337,5,3,-2,416,940,8,-2,-2,-2,-2,524,391,True,False,391
4338,6,-2,3,940,945,-2,8,11,3,3,5,391,False,False,391
4339,7,4,-2,945,955,11,-2,-2,-2,-2,10,391,False,False,391
4340,8,-2,4,955,968,-2,11,17,3,2,13,391,False,False,391
4341,9,5,-2,968,1030,17,-2,-2,-2,-2,62,391,False,False,391
4342,10,-2,5,1030,1036,-2,17,11,3,2,6,391,False,False,391
4343,11,6,-2,1036,1042,11,-2,-2,-2,-2,6,391,False,False,391
4344,12,-2,6,1042,1050,-2,11,8,3,2,8,391,False,False,391
4345,13,7,-2,1050,1115,8,-2,-2,-2,-2,65,391,True,False,391
4346,14,-2,7,1115,1128,-2,8,13,3,2,13,391,False,False,391
4347,15,8,-2,1128,1187,13,-2,-2,-2,-2,59,391,False,False,391
4348,16,-2,8,1187,1201,-2,13,1,3,2,14,391,False,False,391
4349,17,9,-2,1201,1440,1,-2,-2,-2,-2,239,391,False,False,391
4629,1,1,-2,0,630,1,-2,-2,-2,-2,630,410,False,False,410
4630,2,-2,1,630,660,-2,1,8,3,1,30,410,False,False,410
4631,3,2,-2,660,750,8,-2,-2,-2,-2,90,410,True,False,410
4632,4,-2,2,750,780,-2,8,1,3,1,30,410,False,False,410
4633,5,3,-2,780,1440,1,-2,-2,-2,-2,660,410,False,False,410
4946,1,1,-2,0,430,1,-2,-2,-2,-2,430,435,False,False,435
4947,2,-2,1,430,435,-2,1,8,4,2,5,435,False,False,435
4948,3,2,-2,435,880,8,-2,-2,-2,-2,445,435,True,False,435
4949,4,-2,2,880,885,-2,8,1,4,2,5,435,False,False,435
4950,5,3,-2,885,1440,1,-2,-2,-2,-2,555,435,False,False,435
5147,1,1,-2,0,472,1,-2,-2,-2,-2,472,452,False,False,452
5148,2,-2,1,472,480,-2,1,7,1,1,8,452,False,False,452
5149,3,2,-2,480,486,7,-2,-2,-2,-2,6,452,False,False,452
5150,4,-2,2,486,505,-2,7,8,10,1,19,452,False,False,452
5151,5,3,-2,505,942,8,-2,-2,-2,-2,437,452,True,False,452
5152,6,-2,3,942,970,-2,8,7,10,1,28,452,False,False,452
5153,7,4,-2,970,971,7,-2,-2,-2,-2,1,452,False,False,452
5154,8,-2,4,971,972,-2,7,1,3,3,1,452,False,False,452
5155,9,5,-2,972,1440,1,-2,-2,-2,-2,468,452,False,False,452
5229,1,1,-2,0,385,1,-2,-2,-2,-2,385,458,False,False,458
5230,2,-2,1,385,405,-2,1,17,3,3,20,458,False,False,458
5231,3,2,-2,405,475,17,-2,-2,-2,-2,70,458,False,False,458
5232,4,-2,2,475,480,-2,17,8,6,3,5,458,False,False,458
5233,5,3,-2,480,880,8,-2,-2,-2,-2,400,458,True,False,458
5234,6,-2,3,880,895,-2,8,17,6,3,15,458,False,False,458
5235,7,4,-2,895,1000,17,-2,-2,-2,-2,105,458,False,False,458
5236,8,-2,4,1000,1010,-2,17,16,6,3,10,458,False,False,458
5237,9,5,-2,1010,1095,16,-2,-2,-2,-2,85,458,False,False,458
5238,10,-2,5,1095,1105,-2,16,17,3,3,10,458,False,False,458
5239,11,6,-2,1105,1155,17,-2,-2,-2,-2,50,458,False,False,458
