,at_id,act_id,trip_id,BegTime,EndTime,ActType,O_pur,D_pur,Mode,Numontrp,AT_Dur,new_id,student,worker,new_id_2
328,3,2,-2,295,935,3,-2,-2,-2,-2,640,33,False,True,33
329,4,-2,2,935,985,-2,3,1,4,1,50,33,False,False,33
330,5,3,-2,985,1440,1,-2,-2,-2,-2,455,33,False,False,33
331,1,1,-2,0,900,1,-2,-2,-2,-2,900,33,False,False,33
332,2,-2,1,900,920,-2,1,15,6,1,20,33,False,False,33
333,3,2,-2,920,1140,15,-2,-2,-2,-2,220,33,False,False,33
334,4,-2,2,1140,1160,-2,15,1,6,1,20,33,False,False,33
335,5,3,-2,1160,1440,1,-2,-2,-2,-2,280,33,False,False,33
347,1,1,-2,0,470,1,-2,-2,-2,-2,470,35,False,False,35
348,2,-2,1,470,500,-2,1,16,1,1,30,35,False,False,35
349,3,2,-2,500,505,16,-2,-2,-2,-2,5,35,False,False,35
350,4,-2,2,505,540,-2,16,1,1,1,35,35,False,False,35
351,5,3,-2,540,875,1,-2,-2,-2,-2,335,35,False,False,35
352,6,-2,3,875,880,-2,1,1,1,1,5,35,False,False,35
353,7,4,-2,880,898,1,-2,-2,-2,-2,18,35,False,False,35
354,8,-2,4,898,914,-2,1,1,1,1,16,35,False,False,35
355,9,5,-2,914,1020,1,-2,-2,-2,-2,106,35,False,False,35
356,10,-2,5,1020,1041,-2,1,1,1,2,21,35,False,False,35
357,11,6,-2,1041,1045,1,-2,-2,-2,-2,4,35,False,False,35
358,12,-2,6,1045,1065,-2,1,1,1,1,20,35,False,False,35
359,13,7,-2,1065,1440,1,-2,-2,-2,-2,375,35,False,False,35
360,1,1,-2,0,454,1,-2,-2,-2,-2,454,35,False,False,35
361,2,-2,1,454,464,-2,1,3,3,1,10,35,False,False,35
362,3,2,-2,464,583,3,-2,-2,-2,-2,119,35,False,True,35
363,4,-2,2,583,594,-2,3,1,3,1,11,35,False,False,35
364,5,3,-2,594,1440,1,-2,-2,-2,-2,846,35,False,False,35
365,1,1,-2,0,690,17,-2,-2,-2,-2,690,35,False,False,35
366,2,-2,1,690,755,-2,17,17,3,4,65,35,False,False,35
367,3,2,-2,755,970,17,-2,-2,-2,-2,215,35,False,False,35
368,4,-2,2,970,985,-2,17,15,3,4,15,35,False,False,35
369,5,3,-2,985,1053,15,-2,-2,-2,-2,68,35,False,False,35
370,6,-2,3,1053,1108,-2,15,17,3,3,55,35,False,False,35
371,7,4,-2,1108,1440,17,-2,-2,-2,-2,332,35,False,False,35
372,1,1,-2,0,460,1,-2,-2,-2,-2,460,35,False,False,35
373,2,-2,1,460,480,-2,1,3,4,1,20,35,False,False,35
374,3,2,-2,480,1050,3,-2,-2,-2,-2,570,35,False,True,35
375,4,-2,2,1050,1070,-2,3,13,4,1,20,35,False,False,35
376,5,3,-2,1070,1080,13,-2,-2,-2,-2,10,35,False,False,35
377,6,-2,3,1080,1090,-2,13,1,4,1,10,35,False,False,35
378,7,4,-2,1090,1210,1,-2,-2,-2,-2,120,35,False,False,35
379,8,-2,4,1210,1255,-2,1,1,1,2,45,35,False,False,35
380,9,5,-2,1255,1440,1,-2,-2,-2,-2,185,35,False,False,35
381,1,1,-2,0,410,1,-2,-2,-2,-2,410,36,False,False,36
382,2,-2,1,410,430,-2,1,3,3,1,20,36,False,False,36
383,3,2,-2,430,1065,3,-2,-2,-2,-2,635,36,False,True,36
384,4,-2,2,1065,1080,-2,3,11,3,1,15,36,False,False,36
385,5,3,-2,1080,1110,11,-2,-2,-2,-2,30,36,False,False,36
386,6,-2,3,1110,1120,-2,11,1,3,1,10,36,False,False,36
387,7,4,-2,1120,1210,1,-2,-2,-2,-2,90,36,False,False,36
388,8,-2,4,1210,1255,-2,1,1,1,2,45,36,False,False,36
389,9,5,-2,1255,1440,1,-2,-2,-2,-2,185,36,False,False,36
428,1,1,-2,0,385,1,-2,-2,-2,-2,385,40,False,False,40
429,2,-2,1,385,440,-2,1,3,16,1,55,40,False,False,40
430,3,2,-2,440,990,3,-2,-2,-2,-2,550,40,False,True,40
431,4,-2,2,990,1050,-2,3,1,3,2,60,40,False,False,40
432,5,3,-2,1050,1440,1,-2,-2,-2,-2,390,40,False,False,40
511,1,1,-2,0,825,1,-2,-2,-2,-2,825,49,False,False,49
512,2,-2,1,825,830,-2,1,14,4,2,5,49,False,False,49
513,3,2,-2,830,835,14,-2,-2,-2,-2,5,49,False,False,49
514,4,-2,2,835,845,-2,14,14,4,2,10,49,False,False,49
515,5,3,-2,845,847,14,-2,-2,-2,-2,2,49,False,False,49
516,6,-2,3,847,860,-2,14,11,4,2,13,49,False,False,49
517,7,4,-2,860,888,11,-2,-2,-2,-2,28,49,False,False,49
518,8,-2,4,888,897,-2,11,11,4,2,9,49,False,False,49
519,9,5,-2,897,915,11,-2,-2,-2,-2,18,49,False,False,49
520,10,-2,5,915,920,-2,11,11,4,2,5,49,False,False,49
521,11,6,-2,920,930,11,-2,-2,-2,-2,10,49,False,False,49
522,12,-2,6,930,935,-2,11,14,4,2,5,49,False,False,49
523,13,7,-2,935,940,14,-2,-2,-2,-2,5,49,False,False,49
524,14,-2,7,940,955,-2,14,1,4,2,15,49,False,False,49
525,15,8,-2,955,1440,1,-2,-2,-2,-2,485,49,False,False,49
526,1,1,-2,0,525,1,-2,-2,-2,-2,525,49,False,False,49
527,2,-2,1,525,560,-2,1,3,4,1,35,49,False,False,49
528,3,2,-2,560,1110,3,-2,-2,-2,-2,550,49,False,True,49
529,4,-2,2,1110,1155,-2,3,17,4,1,45,49,False,False,49
530,5,3,-2,1155,1440,17,-2,-2,-2,-2,285,49,False,False,49
536,1,1,-2,0,900,1,-2,-2,-2,-2,900,51,False,False,51
537,2,-2,1,900,915,-2,1,3,3,1,15,51,False,False,51
538,3,2,-2,915,1230,3,-2,-2,-2,-2,315,51,False,True,51
539,4,-2,2,1230,1244,-2,3,1,3,1,14,51,False,False,51
540,5,3,-2,1244,1440,1,-2,-2,-2,-2,196,51,False,False,51
541,1,1,-2,0,330,1,-2,-2,-2,-2,330,52,False,False,52
542,2,-2,1,330,335,-2,1,15,7,1,5,52,False,False,52
543,3,2,-2,335,445,15,-2,-2,-2,-2,110,52,False,False,52
544,4,-2,2,445,450,-2,15,13,7,1,5,52,False,False,52
545,5,3,-2,450,495,13,-2,-2,-2,-2,45,52,False,False,52
546,6,-2,3,495,500,-2,13,1,7,1,5,52,False,False,52
547,7,4,-2,500,1440,1,-2,-2,-2,-2,940,52,False,False,52
548,1,1,-2,0,600,1,-2,-2,-2,-2,600,52,False,False,52
549,2,-2,1,600,620,-2,1,11,3,1,20,52,False,False,52
550,3,2,-2,620,690,11,-2,-2,-2,-2,70,52,False,False,52
551,4,-2,2,690,705,-2,11,1,3,1,15,52,False,False,52
552,5,3,-2,705,1440,1,-2,-2,-2,-2,735,52,False,False,52
553,1,1,-2,0,480,1,-2,-2,-2,-2,480,52,False,False,52
554,2,-2,1,480,495,-2,1,4,4,1,15,52,False,False,52
555,3,2,-2,495,510,4,-2,-2,-2,-2,15,52,False,True,52
556,4,-2,2,510,520,-2,4,4,4,1,10,52,False,False,52
557,5,3,-2,520,530,4,-2,-2,-2,-2,10,52,False,True,52
558,6,-2,3,530,550,-2,4,6,4,1,20,52,False,False,52
559,7,4,-2,550,555,6,-2,-2,-2,-2,5,52,False,False,52
560,8,-2,4,555,565,-2,6,12,4,2,10,52,False,False,52
561,9,5,-2,565,575,12,-2,-2,-2,-2,10,52,False,False,52
562,10,-2,5,575,585,-2,12,6,4,2,10,52,False,False,52
563,11,6,-2,585,590,6,-2,-2,-2,-2,5,52,False,False,52
564,12,-2,6,590,600,-2,6,5,4,1,10,52,False,False,52
565,13,7,-2,600,750,5,-2,-2,-2,-2,150,52,False,True,52
566,14,-2,7,750,765,-2,5,13,4,1,15,52,False,False,52
567,15,8,-2,765,885,13,-2,-2,-2,-2,120,52,False,False,52
568,16,-2,8,885,910,-2,13,11,4,1,25,52,False,False,52
569,17,9,-2,910,945,11,-2,-2,-2,-2,35,52,False,False,52
570,18,-2,9,945,955,-2,11,2,4,1,10,52,False,False,52
571,19,10,-2,955,1440,2,-2,-2,-2,-2,485,52,False,True,52
572,1,1,-2,0,420,1,-2,-2,-2,-2,420,52,False,False,52
573,2,-2,1,420,480,-2,1,1,1,1,60,52,False,False,52
574,3,2,-2,480,1440,1,-2,-2,-2,-2,960,52,False,False,52
628,1,1,-2,0,435,1,-2,-2,-2,-2,435,59,False,False,59
629,2,-2,1,435,463,-2,1,3,2,1,28,59,False,False,59
630,3,2,-2,463,960,3,-2,-2,-2,-2,497,59,False,True,59
631,4,-2,2,960,972,-2,3,15,2,1,12,59,False,False,59
632,5,3,-2,972,1213,15,-2,-2,-2,-2,241,59,False,False,59
633,6,-2,3,1213,1233,-2,15,1,2,1,20,59,False,False,59
634,7,4,-2,1233,1440,1,-2,-2,-2,-2,207,59,False,False,59
635,1,1,-2,0,391,1,-2,-2,-2,-2,391,60,False,False,60
636,2,-2,1,391,412,-2,1,1,1,1,21,60,False,False,60
637,3,2,-2,412,630,1,-2,-2,-2,-2,218,60,False,False,60
638,4,-2,2,630,640,-2,1,11,4,2,10,60,False,False,60
639,5,3,-2,640,655,11,-2,-2,-2,-2,15,60,False,False,60
640,6,-2,3,655,664,-2,11,16,4,2,9,60,False,False,60
641,7,4,-2,664,750,16,-2,-2,-2,-2,86,60,False,False,60
642,8,-2,4,750,757,-2,16,14,4,2,7,60,False,False,60
643,9,5,-2,757,795,14,-2,-2,-2,-2,38,60,False,False,60
644,10,-2,5,795,801,-2,14,1,4,2,6,60,False,False,60
645,11,6,-2,801,935,1,-2,-2,-2,-2,134,60,False,False,60
646,12,-2,6,935,953,-2,1,3,4,1,18,60,False,False,60
647,13,7,-2,953,1142,3,-2,-2,-2,-2,189,60,False,True,60
648,14,-2,7,1142,1158,-2,3,1,4,1,16,60,False,False,60
649,15,8,-2,1158,1440,1,-2,-2,-2,-2,282,60,False,False,60
676,1,1,-2,0,570,3,-2,-2,-2,-2,570,63,False,True,63
677,2,-2,1,570,590,-2,3,17,1,1,20,63,False,False,63
678,3,2,-2,590,660,17,-2,-2,-2,-2,70,63,False,False,63
679,4,-2,2,660,680,-2,17,3,1,1,20,63,False,False,63
680,5,3,-2,680,1170,3,-2,-2,-2,-2,490,63,False,True,63
681,6,-2,3,1170,1180,-2,3,15,4,2,10,63,False,False,63
682,7,4,-2,1180,1310,15,-2,-2,-2,-2,130,63,False,False,63
683,8,-2,4,1310,1320,-2,15,1,4,2,10,63,False,False,63
684,9,5,-2,1320,1440,1,-2,-2,-2,-2,120,63,False,False,63
685,1,1,-2,0,600,1,-2,-2,-2,-2,600,64,False,False,64
686,2,-2,1,600,625,-2,1,18,3,2,25,64,False,False,64
687,3,2,-2,625,705,18,-2,-2,-2,-2,80,64,False,False,64
688,4,-2,2,705,715,-2,18,13,3,2,10,64,False,False,64
689,5,3,-2,715,840,13,-2,-2,-2,-2,125,64,False,False,64
690,6,-2,3,840,855,-2,13,1,3,2,15,64,False,False,64
691,7,4,-2,855,960,1,-2,-2,-2,-2,105,64,False,False,64
692,8,-2,4,960,970,-2,1,12,3,2,10,64,False,False,64
693,9,5,-2,970,1005,12,-2,-2,-2,-2,35,64,False,False,64
694,10,-2,5,1005,1035,-2,12,16,3,2,30,64,False,False,64
695,11,6,-2,1035,1080,16,-2,-2,-2,-2,45,64,False,False,64
696,12,-2,6,1080,1082,-2,16,11,3,2,2,64,False,False,64
697,13,7,-2,1082,1155,11,-2,-2,-2,-2,73,64,False,False,64
698,14,-2,7,1155,1205,-2,11,1,3,2,50,64,False,False,64
699,15,8,-2,1205,1440,1,-2,-2,-2,-2,235,64,False,False,64
700,1,1,-2,0,465,1,-2,-2,-2,-2,465,64,False,False,64
701,2,-2,1,465,475,-2,1,14,4,2,10,64,False,False,64
702,3,2,-2,475,510,14,-2,-2,-2,-2,35,64,False,False,64
703,4,-2,2,510,530,-2,14,5,4,2,20,64,False,False,64
704,5,3,-2,530,565,5,-2,-2,-2,-2,35,64,False,True,64
705,6,-2,3,565,570,-2,5,5,4,2,5,64,False,False,64
706,7,4,-2,570,585,5,-2,-2,-2,-2,15,64,False,True,64
707,8,-2,4,585,600,-2,5,1,4,2,15,64,False,False,64
708,9,5,-2,600,1440,1,-2,-2,-2,-2,840,64,False,False,64
709,1,1,-2,0,465,1,-2,-2,-2,-2,465,65,False,False,65
710,2,-2,1,465,475,-2,1,14,4,2,10,65,False,False,65
711,3,2,-2,475,510,14,-2,-2,-2,-2,35,65,False,False,65
712,4,-2,2,510,530,-2,14,5,4,2,20,65,False,False,65
713,5,3,-2,530,565,5,-2,-2,-2,-2,35,65,False,True,65
714,6,-2,3,565,570,-2,5,5,4,2,5,65,False,False,65
715,7,4,-2,570,585,5,-2,-2,-2,-2,15,65,False,True,65
716,8,-2,4,585,600,-2,5,1,4,2,15,65,False,False,65
717,9,5,-2,600,605,1,-2,-2,-2,-2,5,65,False,False,65
718,10,-2,5,605,615,-2,1,5,4,1,10,65,False,False,65
719,11,6,-2,615,765,5,-2,-2,-2,-2,150,65,False,True,65
720,12,-2,6,765,780,-2,5,1,4,1,15,65,False,False,65
721,13,7,-2,780,1440,1,-2,-2,-2,-2,660,65,False,False,65
722,1,1,-2,0,480,1,-2,-2,-2,-2,480,66,False,False,66
723,2,-2,1,480,495,-2,1,3,3,1,15,66,False,False,66
724,3,2,-2,495,810,3,-2,-2,-2,-2,315,66,False,True,66
725,4,-2,2,810,815,-2,3,11,1,1,5,66,False,False,66
726,5,3,-2,815,825,11,-2,-2,-2,-2,10,66,False,False,66
727,6,-2,3,825,840,-2,11,1,3,1,15,66,False,False,66
728,7,4,-2,840,850,1,-2,-2,-2,-2,10,66,False,False,66
729,8,-2,4,850,853,-2,1,14,3,3,3,66,False,False,66
730,9,5,-2,853,870,14,-2,-2,-2,-2,17,66,False,False,66
731,10,-2,5,870,873,-2,14,1,3,3,3,66,False,False,66
732,11,6,-2,873,1015,1,-2,-2,-2,-2,142,66,False,False,66
733,12,-2,6,1015,1020,-2,1,14,3,3,5,66,False,False,66
734,13,7,-2,1020,1050,14,-2,-2,-2,-2,30,66,False,False,66
735,14,-2,7,1050,1070,-2,14,11,3,3,20,66,False,False,66
736,15,8,-2,1070,1120,11,-2,-2,-2,-2,50,66,False,False,66
737,16,-2,8,1120,1140,-2,11,1,3,3,20,66,False,False,66
738,17,9,-2,1140,1440,1,-2,-2,-2,-2,300,66,False,False,66
779,1,1,-2,0,305,1,-2,-2,-2,-2,305,70,False,False,70
780,2,-2,1,305,320,-2,1,16,6,1,15,70,False,False,70
781,3,2,-2,320,365,16,-2,-2,-2,-2,45,70,False,False,70
782,4,-2,2,365,380,-2,16,1,6,1,15,70,False,False,70
783,5,3,-2,380,435,1,-2,-2,-2,-2,55,70,False,False,70
784,6,-2,3,435,445,-2,1,6,6,2,10,70,False,False,70
785,7,4,-2,445,448,6,-2,-2,-2,-2,3,70,False,False,70
786,8,-2,4,448,470,-2,6,3,6,1,22,70,False,False,70
787,9,5,-2,470,1025,3,-2,-2,-2,-2,555,70,False,True,70
788,10,-2,5,1025,1045,-2,3,1,6,1,20,70,False,False,70
789,11,6,-2,1045,1440,1,-2,-2,-2,-2,395,70,False,False,70
795,1,1,-2,0,420,1,-2,-2,-2,-2,420,72,False,False,72
796,2,-2,1,420,455,-2,1,3,3,1,35,72,False,False,72
797,3,2,-2,455,1020,3,-2,-2,-2,-2,565,72,False,True,72
798,4,-2,2,1020,1035,-2,3,11,3,1,15,72,False,False,72
799,5,3,-2,1035,1105,11,-2,-2,-2,-2,70,72,False,False,72
800,6,-2,3,1105,1115,-2,11,1,3,1,10,72,False,False,72
801,7,4,-2,1115,1440,1,-2,-2,-2,-2,325,72,False,False,72
840,1,1,-2,0,570,1,-2,-2,-2,-2,570,76,False,False,76
841,2,-2,1,570,585,-2,1,3,3,2,15,76,False,False,76
842,3,2,-2,585,1440,3,-2,-2,-2,-2,855,76,False,True,76
843,1,1,-2,0,570,1,-2,-2,-2,-2,570,77,False,False,77
844,2,-2,1,570,585,-2,1,3,3,2,15,77,False,False,77
845,3,2,-2,585,1440,3,-2,-2,-2,-2,855,77,False,True,77
846,1,1,-2,0,525,1,-2,-2,-2,-2,525,77,False,False,77
847,2,-2,1,525,530,-2,1,3,4,1,5,77,False,False,77
848,3,2,-2,530,960,3,-2,-2,-2,-2,430,77,False,True,77
849,4,-2,2,960,965,-2,3,1,4,1,5,77,False,False,77
850,5,3,-2,965,1440,1,-2,-2,-2,-2,475,77,False,False,77
891,1,1,-2,0,330,1,-2,-2,-2,-2,330,82,False,False,82
892,2,-2,1,330,375,-2,1,1,1,1,45,82,False,False,82
893,3,2,-2,375,1440,1,-2,-2,-2,-2,1065,82,False,False,82
894,1,1,-2,0,1000,1,-2,-2,-2,-2,1000,82,False,False,82
895,2,-2,1,1000,1035,-2,1,3,3,1,35,82,False,False,82
896,3,2,-2,1035,1440,3,-2,-2,-2,-2,405,82,False,True,82
897,1,1,-2,0,425,1,-2,-2,-2,-2,425,82,False,False,82
898,2,-2,1,425,435,-2,1,11,3,2,10,82,False,False,82
899,3,2,-2,435,445,11,-2,-2,-2,-2,10,82,False,False,82
900,4,-2,2,445,450,-2,11,3,3,2,5,82,False,False,82
901,5,3,-2,450,915,3,-2,-2,-2,-2,465,82,False,True,82
902,6,-2,3,915,925,-2,3,16,3,2,10,82,False,False,82
903,7,4,-2,925,995,16,-2,-2,-2,-2,70,82,False,False,82
904,8,-2,4,995,1000,-2,16,11,3,2,5,82,False,False,82
905,9,5,-2,1000,1010,11,-2,-2,-2,-2,10,82,False,False,82
906,10,-2,5,1010,1015,-2,11,11,3,2,5,82,False,False,82
907,11,6,-2,1015,1020,11,-2,-2,-2,-2,5,82,False,False,82
908,12,-2,6,1020,1030,-2,11,17,3,2,10,82,False,False,82
909,13,7,-2,1030,1080,17,-2,-2,-2,-2,50,82,False,False,82
910,14,-2,7,1080,1090,-2,17,13,3,4,10,82,False,False,82
911,15,8,-2,1090,1125,13,-2,-2,-2,-2,35,82,False,False,82
912,16,-2,8,1125,1135,-2,13,17,3,4,10,82,False,False,82
913,17,9,-2,1135,1155,17,-2,-2,-2,-2,20,82,False,False,82
914,18,-2,9,1155,1165,-2,17,11,3,2,10,82,False,False,82
915,19,10,-2,1165,1185,11,-2,-2,-2,-2,20,82,False,False,82
916,20,-2,10,1185,1195,-2,11,1,3,2,10,82,False,False,82
917,21,11,-2,1195,1440,1,-2,-2,-2,-2,245,82,False,False,82
918,1,1,-2,0,600,1,-2,-2,-2,-2,600,82,False,False,82
919,2,-2,1,600,615,-2,1,11,3,3,15,82,False,False,82
920,3,2,-2,615,620,11,-2,-2,-2,-2,5,82,False,False,82
921,4,-2,2,620,630,-2,11,11,3,3,10,82,False,False,82
922,5,3,-2,630,665,11,-2,-2,-2,-2,35,82,False,False,82
923,6,-2,3,665,680,-2,11,1,3,3,15,82,False,False,82
924,7,4,-2,680,1440,1,-2,-2,-2,-2,760,82,False,False,82
932,1,1,-2,0,490,1,-2,-2,-2,-2,490,84,False,False,84
933,2,-2,1,490,510,-2,1,3,4,1,20,84,False,False,84
